rssd9017,rssd9017_name,bank_tier,first_year,last_year,years_observed,innovation_cluster,cluster_name,cluster_full_label,umap_1,umap_2
MIDLAND STATES BANK,MIDLAND STATES BANK,Medium,2010,2021,12,2,Steady Performers,Medium - Steady Performers,-3.069892168045044,5.481198787689209
"MIDSOUTH BANK, N.A.","MIDSOUTH BANK, N.A.",Medium,2010,2019,11,2,Steady Performers,Medium - Steady Performers,-1.0389617681503296,3.1078758239746094
MIDWEST BANKCENTRE,MIDWEST BANKCENTRE,Medium,2010,2021,12,2,Steady Performers,Medium - Steady Performers,-1.9991093873977661,5.032130718231201
MIDWESTONE BANK,MIDWESTONE BANK,Medium,2010,2021,12,2,Steady Performers,Medium - Steady Performers,1.823737382888794,3.330627918243408
MIZUHO BANK (USA),MIZUHO BANK (USA),Medium,2013,2021,9,2,Steady Performers,Medium - Steady Performers,-0.18902750313282013,3.8704991340637207
MONROE BANK & TRUST,MONROE BANK & TRUST,Medium,2010,2019,10,2,Steady Performers,Medium - Steady Performers,-0.809003472328186,3.5066606998443604
MONTECITO BANK & TRUST,MONTECITO BANK & TRUST,Medium,2010,2021,12,2,Steady Performers,Medium - Steady Performers,2.05340313911438,4.764526844024658
MORRIS BANK,MORRIS BANK,Medium,2010,2021,13,2,Steady Performers,Medium - Steady Performers,0.6030863523483276,2.9928345680236816
MORTON COMMUNITY BANK,MORTON COMMUNITY BANK,Medium,2010,2021,12,2,Steady Performers,Medium - Steady Performers,-0.1309659630060196,3.5959384441375732
MUTUAL OF OMAHA BANK,MUTUAL OF OMAHA BANK,Medium,2011,2019,9,2,Steady Performers,Medium - Steady Performers,-1.5167731046676636,3.676969289779663
"NATIONAL BANK OF BLACKSBURG, THE","NATIONAL BANK OF BLACKSBURG, THE",Medium,2010,2021,13,2,Steady Performers,Medium - Steady Performers,1.7610410451889038,3.035045623779297
"NATIONAL BANK OF INDIANAPOLIS, THE","NATIONAL BANK OF INDIANAPOLIS, THE",Medium,2010,2021,12,2,Steady Performers,Medium - Steady Performers,0.06205614656209946,1.805601954460144
NATIONAL EXCHANGE BANK AND TRUST,NATIONAL EXCHANGE BANK AND TRUST,Medium,2010,2021,12,2,Steady Performers,Medium - Steady Performers,0.8487228751182556,2.1321167945861816
NEW MEXICO BANK & TRUST,NEW MEXICO BANK & TRUST,Medium,2010,2021,13,2,Steady Performers,Medium - Steady Performers,-0.09328009188175201,4.2818098068237305
NEW YORK COMMERCIAL BANK,NEW YORK COMMERCIAL BANK,Medium,2010,2018,9,2,Steady Performers,Medium - Steady Performers,-1.6188058853149414,5.361691474914551
NEWTOWN SAVINGS BANK,NEWTOWN SAVINGS BANK,Medium,2010,2021,13,2,Steady Performers,Medium - Steady Performers,2.0299582481384277,2.656012535095215
"NEXTIER BANK, NA","NEXTIER BANK, NA",Medium,2014,2021,9,2,Steady Performers,Medium - Steady Performers,-1.8546876907348633,3.032288074493408
NICOLET NATIONAL BANK,NICOLET NATIONAL BANK,Medium,2010,2021,13,2,Steady Performers,Medium - Steady Performers,-0.10478325933218002,2.1479148864746094
"NODAWAY VALLEY BANK, THE","NODAWAY VALLEY BANK, THE",Medium,2010,2021,13,2,Steady Performers,Medium - Steady Performers,2.0371253490448,2.7044808864593506
"NORTH AMERICAN SAVINGS BANK, FSB","NORTH AMERICAN SAVINGS BANK, FSB",Medium,2012,2021,10,2,Steady Performers,Medium - Steady Performers,-2.6469333171844482,4.679255485534668
NORTH EASTON SAVINGS BANK,NORTH EASTON SAVINGS BANK,Medium,2010,2021,13,2,Steady Performers,Medium - Steady Performers,0.3531107008457184,3.934701442718506
"NORTH SHORE BANK, A CO-OPERATIVE BANK","NORTH SHORE BANK, A CO-OPERATIVE BANK",Medium,2010,2021,13,2,Steady Performers,Medium - Steady Performers,-0.780929446220398,4.98736047744751
"NORTH SHORE BANK, F.S.B.","NORTH SHORE BANK, F.S.B.",Medium,2012,2021,10,2,Steady Performers,Medium - Steady Performers,-0.3608439862728119,1.9180470705032349
NORTHERN BANK & TRUST COMPANY,NORTHERN BANK & TRUST COMPANY,Medium,2010,2021,12,2,Steady Performers,Medium - Steady Performers,-0.24056847393512726,4.850302219390869
NORTHFIELD SAVINGS BANK,NORTHFIELD SAVINGS BANK,Medium,2010,2021,12,2,Steady Performers,Medium - Steady Performers,2.5190889835357666,4.495959758758545
NORTHRIM BANK,NORTHRIM BANK,Medium,2010,2021,13,2,Steady Performers,Medium - Steady Performers,2.385791778564453,4.358091354370117
NORTHWAY BANK,NORTHWAY BANK,Medium,2010,2021,13,2,Steady Performers,Medium - Steady Performers,2.288947820663452,3.7563352584838867
NORWAY SAVINGS BANK,NORWAY SAVINGS BANK,Medium,2010,2021,13,2,Steady Performers,Medium - Steady Performers,0.7801458239555359,2.0781092643737793
OAK VALLEY COMMUNITY BANK,OAK VALLEY COMMUNITY BANK,Medium,2010,2021,13,2,Steady Performers,Medium - Steady Performers,2.5385985374450684,3.103457450866699
"OHIO VALLEY BANK COMPANY, THE","OHIO VALLEY BANK COMPANY, THE",Medium,2010,2021,12,2,Steady Performers,Medium - Steady Performers,1.0551297664642334,3.5114150047302246
"OLD POINT NATIONAL BANK OF PHOEBUS, THE","OLD POINT NATIONAL BANK OF PHOEBUS, THE",Medium,2010,2021,13,2,Steady Performers,Medium - Steady Performers,-0.4887823462486267,5.118414402008057
ORIENTAL BANK,ORIENTAL BANK,Medium,2013,2021,10,2,Steady Performers,Medium - Steady Performers,-1.0015875101089478,5.532119274139404
ORRSTOWN BANK,ORRSTOWN BANK,Medium,2010,2021,12,2,Steady Performers,Medium - Steady Performers,-1.1111915111541748,5.1524152755737305
"PARK NATIONAL BANK, THE","PARK NATIONAL BANK, THE",Medium,2010,2021,12,2,Steady Performers,Medium - Steady Performers,-1.2704815864562988,5.503155708312988
PARKE BANK,PARKE BANK,Medium,2010,2021,13,2,Steady Performers,Medium - Steady Performers,2.4753782749176025,3.070842742919922
PATHFINDER BANK,PATHFINDER BANK,Medium,2010,2021,13,2,Steady Performers,Medium - Steady Performers,-0.18970409035682678,3.111172914505005
PEAPACK-GLADSTONE BANK,PEAPACK-GLADSTONE BANK,Medium,2010,2021,12,2,Steady Performers,Medium - Steady Performers,-2.9629430770874023,5.340917587280273
PEOPLES BANK SB,PEOPLES BANK SB,Medium,2010,2020,11,2,Steady Performers,Medium - Steady Performers,-1.4244760274887085,2.7956137657165527
"PEOPLES NATIONAL BANK, NATIONAL ASSOCIATION","PEOPLES NATIONAL BANK, NATIONAL ASSOCIATION",Medium,2011,2021,12,2,Steady Performers,Medium - Steady Performers,-2.5077693462371826,4.979653835296631
PEOPLES SECURITY BANK AND TRUST COMPANY,PEOPLES SECURITY BANK AND TRUST COMPANY,Medium,2013,2021,9,2,Steady Performers,Medium - Steady Performers,-1.303465485572815,4.314329147338867
PEOPLESBANK,PEOPLESBANK,Medium,2010,2021,12,2,Steady Performers,Medium - Steady Performers,-1.2862184047698975,5.362943172454834
"PIEDMONT BANK, THE","PIEDMONT BANK, THE",Medium,2010,2021,13,2,Steady Performers,Medium - Steady Performers,2.4064033031463623,3.9298527240753174
PINNACLE BANK - WYOMING,PINNACLE BANK - WYOMING,Medium,2010,2021,13,2,Steady Performers,Medium - Steady Performers,0.23387227952480316,2.344790458679199
"PIONEER BANK, SSB","PIONEER BANK, SSB",Medium,2010,2021,13,2,Steady Performers,Medium - Steady Performers,-1.8305332660675049,3.729016065597534
PIONEER SAVINGS BANK,PIONEER SAVINGS BANK,Medium,2010,2019,10,2,Steady Performers,Medium - Steady Performers,-0.938224196434021,3.9313716888427734
PLAINS COMMERCE BANK,PLAINS COMMERCE BANK,Medium,2010,2021,12,2,Steady Performers,Medium - Steady Performers,-0.010721227154135704,4.049455642700195
PLANTERS BANK & TRUST COMPANY,PLANTERS BANK & TRUST COMPANY,Medium,2010,2021,13,2,Steady Performers,Medium - Steady Performers,-0.8061143755912781,2.0938050746917725
"POST OAK BANK, N.A.","POST OAK BANK, N.A.",Medium,2010,2018,9,2,Steady Performers,Medium - Steady Performers,-0.790115237236023,3.7018017768859863
"PREMIER BANK, INC.","PREMIER BANK, INC.",Medium,2011,2021,12,2,Steady Performers,Medium - Steady Performers,-1.9540152549743652,3.6488754749298096
PREMIER VALLEY BANK,PREMIER VALLEY BANK,Medium,2010,2021,13,2,Steady Performers,Medium - Steady Performers,1.0228852033615112,2.1870315074920654
PRINCIPAL BANK,PRINCIPAL BANK,Medium,2012,2021,10,2,Steady Performers,Medium - Steady Performers,0.41340669989585876,1.915514588356018
PROVIDENCE BANK & TRUST,PROVIDENCE BANK & TRUST,Medium,2014,2021,9,2,Steady Performers,Medium - Steady Performers,0.01735709421336651,2.922516345977783
"PROVIDENT BANK, THE","PROVIDENT BANK, THE",Medium,2010,2021,13,2,Steady Performers,Medium - Steady Performers,-1.8023864030838013,5.82330322265625
"PROVIDENT SAVINGS BANK, F.S.B.","PROVIDENT SAVINGS BANK, F.S.B.",Medium,2012,2021,10,2,Steady Performers,Medium - Steady Performers,-0.15275916457176208,2.7608237266540527
QNB BANK,QNB BANK,Medium,2010,2021,13,2,Steady Performers,Medium - Steady Performers,2.1348440647125244,3.739851474761963
QUAD CITY BANK AND TRUST COMPANY,QUAD CITY BANK AND TRUST COMPANY,Medium,2010,2021,12,2,Steady Performers,Medium - Steady Performers,-0.9389634728431702,5.660774230957031
QUONTIC BANK,QUONTIC BANK,Medium,2012,2021,11,2,Steady Performers,Medium - Steady Performers,-2.7777743339538574,4.767117023468018
RCB BANK,RCB BANK,Medium,2010,2021,12,2,Steady Performers,Medium - Steady Performers,-2.160764694213867,5.658803462982178
RED RIVER BANK,RED RIVER BANK,Medium,2010,2021,13,2,Steady Performers,Medium - Steady Performers,-0.6715682148933411,4.0824761390686035
REPUBLIC BANK & TRUST COMPANY,REPUBLIC BANK & TRUST COMPANY,Medium,2010,2021,12,2,Steady Performers,Medium - Steady Performers,-1.0247626304626465,4.541337013244629
REPUBLIC BANK OF CHICAGO,REPUBLIC BANK OF CHICAGO,Medium,2010,2021,12,2,Steady Performers,Medium - Steady Performers,2.3714559078216553,2.9325110912323
REVERE BANK,REVERE BANK,Medium,2010,2020,12,2,Steady Performers,Medium - Steady Performers,-2.585036516189575,5.027883529663086
RHINEBECK BANK,RHINEBECK BANK,Medium,2012,2021,11,2,Steady Performers,Medium - Steady Performers,-1.1651058197021484,3.8511738777160645
RIDGEWOOD SAVINGS BANK,RIDGEWOOD SAVINGS BANK,Medium,2010,2021,12,2,Steady Performers,Medium - Steady Performers,-2.101374626159668,4.028537750244141
RIVER BANK & TRUST,RIVER BANK & TRUST,Medium,2010,2021,13,2,Steady Performers,Medium - Steady Performers,0.6581852436065674,1.7632379531860352
RIVER VALLEY BANK,RIVER VALLEY BANK,Medium,2010,2019,10,2,Steady Performers,Medium - Steady Performers,-0.6077421307563782,2.097869873046875
ROSEDALE FEDERAL SAVINGS AND LOAN ASSOCIATION,ROSEDALE FEDERAL SAVINGS AND LOAN ASSOCIATION,Medium,2012,2021,11,2,Steady Performers,Medium - Steady Performers,-1.29137122631073,2.7115061283111572
S & T BANK,S & T BANK,Medium,2010,2021,12,2,Steady Performers,Medium - Steady Performers,2.1049423217773438,3.4452524185180664
SABINE STATE BANK AND TRUST COMPANY,SABINE STATE BANK AND TRUST COMPANY,Medium,2010,2021,13,2,Steady Performers,Medium - Steady Performers,-1.5546481609344482,2.4622395038604736
SALEM FIVE CENTS SAVINGS BANK,SALEM FIVE CENTS SAVINGS BANK,Medium,2010,2021,12,2,Steady Performers,Medium - Steady Performers,0.0012149864342063665,4.714060306549072
SALISBURY BANK AND TRUST COMPANY,SALISBURY BANK AND TRUST COMPANY,Medium,2010,2021,13,2,Steady Performers,Medium - Steady Performers,-1.4598017930984497,5.424893379211426
SAVINGS BANK OF DANBURY,SAVINGS BANK OF DANBURY,Medium,2010,2021,13,2,Steady Performers,Medium - Steady Performers,-1.4512522220611572,4.251885890960693
SAVINGS BANK OF MENDOCINO COUNTY,SAVINGS BANK OF MENDOCINO COUNTY,Medium,2010,2021,13,2,Steady Performers,Medium - Steady Performers,-1.5320336818695068,4.016868591308594
"SCHAUMBURG BANK & TRUST COMPANY, NATIONAL ASSOCIATION","SCHAUMBURG BANK & TRUST COMPANY, NATIONAL ASSOCIATION",Medium,2011,2021,11,2,Steady Performers,Medium - Steady Performers,-0.17562530934810638,2.965599775314331
SCOTIABANK DE PUERTO RICO,SCOTIABANK DE PUERTO RICO,Medium,2010,2019,10,2,Steady Performers,Medium - Steady Performers,1.0925449132919312,2.7205748558044434
SEASIDE NATIONAL BANK & TRUST,SEASIDE NATIONAL BANK & TRUST,Medium,2010,2020,12,2,Steady Performers,Medium - Steady Performers,-2.434993267059326,5.16538143157959
SECURITY NATIONAL BANK OF OMAHA,SECURITY NATIONAL BANK OF OMAHA,Medium,2010,2021,13,2,Steady Performers,Medium - Steady Performers,-1.0714586973190308,3.8326802253723145
"SIGNATURE BANK, NATIONAL ASSOCIATION","SIGNATURE BANK, NATIONAL ASSOCIATION",Medium,2010,2021,13,2,Steady Performers,Medium - Steady Performers,0.7822443246841431,2.9462084770202637
SILVERGATE BANK,SILVERGATE BANK,Medium,2010,2021,14,2,Steady Performers,Medium - Steady Performers,2.53391432762146,3.0270721912384033
SMARTBANK,SMARTBANK,Medium,2010,2021,13,2,Steady Performers,Medium - Steady Performers,2.512263059616089,3.5268173217773438
SOLVAY BANK,SOLVAY BANK,Medium,2010,2021,13,2,Steady Performers,Medium - Steady Performers,2.2501699924468994,3.6169426441192627
SOMERSET TRUST COMPANY,SOMERSET TRUST COMPANY,Medium,2010,2021,13,2,Steady Performers,Medium - Steady Performers,-2.02945876121521,3.931661605834961
SONABANK,SONABANK,Medium,2010,2020,12,2,Steady Performers,Medium - Steady Performers,-1.7651540040969849,3.880969285964966
"SOUTH CENTRAL BANK, INC.","SOUTH CENTRAL BANK, INC.",Medium,2010,2021,13,2,Steady Performers,Medium - Steady Performers,0.739190399646759,1.5875169038772583
SOUTH SHORE BANK,SOUTH SHORE BANK,Medium,2012,2021,11,2,Steady Performers,Medium - Steady Performers,-0.5866643786430359,5.223701477050781
SOUTHEAST BANK,SOUTHEAST BANK,Medium,2013,2021,9,2,Steady Performers,Medium - Steady Performers,-1.7576565742492676,3.328437089920044
SOUTHERN BANCORP BANK,SOUTHERN BANCORP BANK,Medium,2010,2021,13,2,Steady Performers,Medium - Steady Performers,-1.9560892581939697,3.180551290512085
SOUTHERN BANK AND TRUST COMPANY,SOUTHERN BANK AND TRUST COMPANY,Medium,2010,2021,12,2,Steady Performers,Medium - Steady Performers,2.3001902103424072,4.043450832366943
SOUTHERN FIRST BANK,SOUTHERN FIRST BANK,Medium,2013,2021,9,2,Steady Performers,Medium - Steady Performers,-0.419474333524704,5.1128129959106445
SOUTHSIDE BANK,SOUTHSIDE BANK,Medium,2010,2021,12,2,Steady Performers,Medium - Steady Performers,-2.511512041091919,5.734624862670898
SOVEREIGN BANK,SOVEREIGN BANK,Medium,2010,2017,9,2,Steady Performers,Medium - Steady Performers,-2.4957094192504883,5.123137474060059
"SPENCER SAVINGS BANK, SAVINGS AND LOAN ASSOCIATION","SPENCER SAVINGS BANK, SAVINGS AND LOAN ASSOCIATION",Medium,2012,2021,10,2,Steady Performers,Medium - Steady Performers,-1.488203763961792,5.519096851348877
ST. CHARLES BANK & TRUST COMPANY,ST. CHARLES BANK & TRUST COMPANY,Medium,2010,2019,11,2,Steady Performers,Medium - Steady Performers,-0.6875710487365723,3.4082658290863037
"STANDARD BANK, PASB","STANDARD BANK, PASB",Medium,2010,2021,13,2,Steady Performers,Medium - Steady Performers,0.15959416329860687,3.6272003650665283
STAR FINANCIAL BANK,STAR FINANCIAL BANK,Medium,2010,2021,12,2,Steady Performers,Medium - Steady Performers,0.9887169003486633,1.8002313375473022
STATE BANK OF CROSS PLAINS,STATE BANK OF CROSS PLAINS,Medium,2010,2021,13,2,Steady Performers,Medium - Steady Performers,2.5173940658569336,3.752100706100464
STEARNS BANK NATIONAL ASSOCIATION,STEARNS BANK NATIONAL ASSOCIATION,Medium,2010,2021,12,2,Steady Performers,Medium - Steady Performers,-0.4177597165107727,3.1159017086029053
"STERLING BANK AND TRUST, FSB","STERLING BANK AND TRUST, FSB",Medium,2012,2021,11,2,Steady Performers,Medium - Steady Performers,-0.069590725004673,2.347599983215332
STOCK YARDS BANK & TRUST COMPANY,STOCK YARDS BANK & TRUST COMPANY,Medium,2010,2021,12,2,Steady Performers,Medium - Steady Performers,2.380794048309326,3.5299723148345947
STOCKMAN BANK OF MONTANA,STOCKMAN BANK OF MONTANA,Medium,2010,2021,12,2,Steady Performers,Medium - Steady Performers,0.7169231176376343,1.8626822233200073
STONEGATE BANK,STONEGATE BANK,Medium,2010,2017,9,2,Steady Performers,Medium - Steady Performers,-1.591328740119934,5.94996976852417
STURDY SAVINGS BANK,STURDY SAVINGS BANK,Medium,2010,2021,12,2,Steady Performers,Medium - Steady Performers,1.1185673475265503,1.4886738061904907
"SUMMIT COMMUNITY BANK, INC.","SUMMIT COMMUNITY BANK, INC.",Medium,2010,2021,12,2,Steady Performers,Medium - Steady Performers,0.12703382968902588,5.1201982498168945
"SUNFLOWER BANK, NATIONAL ASSOCIATION","SUNFLOWER BANK, NATIONAL ASSOCIATION",Medium,2010,2021,12,2,Steady Performers,Medium - Steady Performers,-1.956696629524231,5.923983097076416
"SUNRISE BANKS, NATIONAL ASSOCIATION","SUNRISE BANKS, NATIONAL ASSOCIATION",Medium,2013,2021,10,2,Steady Performers,Medium - Steady Performers,-1.916051983833313,3.3575949668884277
SUNWEST BANK,SUNWEST BANK,Medium,2010,2021,13,2,Steady Performers,Medium - Steady Performers,-1.948767066001892,5.8662028312683105
TERRITORIAL SAVINGS BANK,TERRITORIAL SAVINGS BANK,Medium,2012,2021,10,2,Steady Performers,Medium - Steady Performers,-2.1578569412231445,5.177791595458984
TEXAS BANK AND TRUST COMPANY,TEXAS BANK AND TRUST COMPANY,Medium,2010,2021,12,2,Steady Performers,Medium - Steady Performers,0.7135766744613647,3.2971224784851074
TEXAS COMMUNITY BANK,TEXAS COMMUNITY BANK,Medium,2013,2021,9,2,Steady Performers,Medium - Steady Performers,-2.773609161376953,5.837197303771973
TEXAS FIRST BANK,TEXAS FIRST BANK,Medium,2010,2021,13,2,Steady Performers,Medium - Steady Performers,-1.9991642236709595,3.512341260910034
THINK MUTUAL BANK,THINK MUTUAL BANK,Medium,2012,2021,10,2,Steady Performers,Medium - Steady Performers,-1.4031983613967896,4.003088474273682
THOMASVILLE NATIONAL BANK,THOMASVILLE NATIONAL BANK,Medium,2010,2021,13,2,Steady Performers,Medium - Steady Performers,-1.0455824136734009,3.6831705570220947
TOMPKINS TRUST COMPANY,TOMPKINS TRUST COMPANY,Medium,2010,2021,12,2,Steady Performers,Medium - Steady Performers,-0.9573240876197815,5.47044563293457
TOYOTA FINANCIAL SAVINGS BANK,TOYOTA FINANCIAL SAVINGS BANK,Medium,2010,2021,13,2,Steady Performers,Medium - Steady Performers,0.09395245462656021,2.713052988052368
TRADITION CAPITAL BANK,TRADITION CAPITAL BANK,Medium,2010,2021,13,2,Steady Performers,Medium - Steady Performers,-0.4444846212863922,1.8480262756347656
"TRADITIONAL BANK, INC.","TRADITIONAL BANK, INC.",Medium,2010,2021,13,2,Steady Performers,Medium - Steady Performers,-0.036132268607616425,2.0961272716522217
TRI CITY NATIONAL BANK,TRI CITY NATIONAL BANK,Medium,2010,2021,12,2,Steady Performers,Medium - Steady Performers,1.8518438339233398,2.8459606170654297
TRI COUNTIES BANK,TRI COUNTIES BANK,Medium,2010,2021,12,2,Steady Performers,Medium - Steady Performers,1.2681963443756104,3.850067138671875
TRISTATE CAPITAL BANK,TRISTATE CAPITAL BANK,Medium,2010,2021,13,2,Steady Performers,Medium - Steady Performers,2.60003924369812,4.344882965087891
TROY BANK & TRUST COMPANY,TROY BANK & TRUST COMPANY,Medium,2010,2021,12,2,Steady Performers,Medium - Steady Performers,-0.14333100616931915,2.359234094619751
TRUSTCO BANK,TRUSTCO BANK,Medium,2012,2021,10,2,Steady Performers,Medium - Steady Performers,-2.565943717956543,5.148008823394775
TWO RIVER COMMUNITY BANK,TWO RIVER COMMUNITY BANK,Medium,2010,2019,11,2,Steady Performers,Medium - Steady Performers,-1.4125169515609741,3.816052198410034
UNIBANK FOR SAVINGS,UNIBANK FOR SAVINGS,Medium,2010,2021,13,2,Steady Performers,Medium - Steady Performers,-2.0291318893432617,3.2082738876342773
UNION COUNTY SAVINGS BANK,UNION COUNTY SAVINGS BANK,Medium,2010,2021,12,2,Steady Performers,Medium - Steady Performers,-1.1297272443771362,2.593383312225342
UNION SAVINGS BANK,UNION SAVINGS BANK,Medium,2010,2021,12,2,Steady Performers,Medium - Steady Performers,0.2938186228275299,4.943281173706055
UNITED BANK OF IOWA,UNITED BANK OF IOWA,Medium,2010,2021,13,2,Steady Performers,Medium - Steady Performers,0.702964723110199,2.0067007541656494
UNITED BANKERS BANK,UNITED BANKERS BANK,Medium,2010,2021,13,2,Steady Performers,Medium - Steady Performers,-0.547583281993866,3.2212817668914795
"UNITED FIDELITY BANK, FSB","UNITED FIDELITY BANK, FSB",Medium,2012,2021,11,2,Steady Performers,Medium - Steady Performers,-0.5532388687133789,1.9159854650497437
UNIVEST BANK AND TRUST CO.,UNIVEST BANK AND TRUST CO.,Medium,2011,2021,11,2,Steady Performers,Medium - Steady Performers,-1.8413134813308716,4.945823669433594
USAMERIBANK,USAMERIBANK,Medium,2010,2017,9,2,Steady Performers,Medium - Steady Performers,-0.9902075529098511,3.5775229930877686
